Date,meta_selic_432,cambio_dolar_1,ipca_mensal_433,saldo_credito_pj_20543,inadimplencia_pj_21086
2018-01-01,7.0,,0.29,712609.0,4.92
2018-01-02,7.0,3.2697,,,
2018-01-03,7.0,3.2535,,,
2018-01-04,7.0,3.2318,,,
2018-01-05,7.0,3.2409,,,
2018-01-06,7.0,,,,
2018-01-07,7.0,,,,
2018-01-08,7.0,3.2357,,,
2018-01-09,7.0,3.2397,,,
2018-01-10,7.0,3.2467,,,
2018-01-11,7.0,3.2301,,,
2018-01-12,7.0,3.2197,,,
2018-01-13,7.0,,,,
2018-01-14,7.0,,,,
2018-01-15,7.0,3.1963,,,
2018-01-16,7.0,3.2219,,,
2018-01-17,7.0,3.2324,,,
2018-01-18,7.0,3.2129,,,
2018-01-19,7.0,3.2087,,,
2018-01-20,7.0,,,,
2018-01-21,7.0,,,,
2018-01-22,7.0,3.1934,,,
2018-01-23,7.0,3.2249,,,
2018-01-24,7.0,3.197,,,
2018-01-25,7.0,3.1391,,,
2018-01-26,7.0,3.145,,,
2018-01-27,7.0,,,,
2018-01-28,7.0,,,,
2018-01-29,7.0,3.1655,,,
2018-01-30,7.0,3.1661,,,
2018-01-31,7.0,3.1624,,,
2018-02-01,7.0,3.173,0.32,713800.0,4.89
2018-02-02,7.0,3.206,,,
2018-02-03,7.0,,,,
2018-02-04,7.0,,,,
2018-02-05,7.0,3.2355,,,
2018-02-06,7.0,3.2613,,,
2018-02-07,7.0,3.2467,,,
2018-02-08,6.75,3.2692,,,
2018-02-09,6.75,3.2821,,,
2018-02-10,6.75,,,,
2018-02-11,6.75,,,,
2018-02-12,6.75,,,,
2018-02-13,6.75,,,,
2018-02-14,6.75,3.2536,,,
2018-02-15,6.75,3.2208,,,
2018-02-16,6.75,3.2381,,,
2018-02-17,6.75,,,,
2018-02-18,6.75,,,,
2018-02-19,6.75,3.2347,,,
2018-02-20,6.75,3.2507,,,
2018-02-21,6.75,3.2555,,,
2018-02-22,6.75,3.2598,,,
2018-02-23,6.75,3.2417,,,
2018-02-24,6.75,,,,
2018-02-25,6.75,,,,
2018-02-26,6.75,3.2351,,,
2018-02-27,6.75,3.2383,,,
2018-02-28,6.75,3.2449,,,
2018-03-01,6.75,3.262,0.09,730184.0,4.54
2018-03-02,6.75,3.2614,,,
2018-03-03,6.75,,,,
2018-03-04,6.75,,,,
2018-03-05,6.75,3.2582,,,
2018-03-06,6.75,3.2246,,,
2018-03-07,6.75,3.2318,,,
2018-03-08,6.75,3.2518,,,
2018-03-09,6.75,3.2496,,,
2018-03-10,6.75,,,,
2018-03-11,6.75,,,,
2018-03-12,6.75,3.2606,,,
2018-03-13,6.75,3.2492,,,
2018-03-14,6.75,3.2584,,,
2018-03-15,6.75,3.2859,,,
2018-03-16,6.75,3.2905,,,
2018-03-17,6.75,,,,
2018-03-18,6.75,,,,
2018-03-19,6.75,3.2911,,,
2018-03-20,6.75,3.2981,,,
2018-03-21,6.75,3.2921,,,
2018-03-22,6.5,3.3033,,,
2018-03-23,6.5,3.3041,,,
2018-03-24,6.5,,,,
2018-03-25,6.5,,,,
2018-03-26,6.5,3.3034,,,
2018-03-27,6.5,3.3256,,,
2018-03-28,6.5,3.338,,,
2018-03-29,6.5,3.3238,,,
2018-03-30,6.5,,,,
2018-03-31,6.5,,,,
2018-04-01,6.5,,0.22,732834.0,4.26
2018-04-02,6.5,3.3104,,,
2018-04-03,6.5,3.3139,,,
2018-04-04,6.5,3.3538,,,
2018-04-05,6.5,3.3196,,,
2018-04-06,6.5,3.3666,,,
2018-04-07,6.5,,,,
2018-04-08,6.5,,,,
2018-04-09,6.5,3.3903,,,
2018-04-10,6.5,3.4195,,,
2018-04-11,6.5,3.4052,,,
2018-04-12,6.5,3.3858,,,
2018-04-13,6.5,3.4105,,,
2018-04-14,6.5,,,,
2018-04-15,6.5,,,,
2018-04-16,6.5,3.4263,,,
2018-04-17,6.5,3.4041,,,
2018-04-18,6.5,3.3844,,,
2018-04-19,6.5,3.3977,,,
2018-04-20,6.5,3.4101,,,
2018-04-21,6.5,,,,
2018-04-22,6.5,,,,
2018-04-23,6.5,3.4421,,,
2018-04-24,6.5,3.4667,,,
2018-04-25,6.5,3.504,,,
2018-04-26,6.5,3.4977,,,
2018-04-27,6.5,3.4676,,,
2018-04-28,6.5,,,,
2018-04-29,6.5,,,,
2018-04-30,6.5,3.4811,,,
2018-05-01,6.5,,0.4,738488.0,4.19
2018-05-02,6.5,3.5424,,,
2018-05-03,6.5,3.5484,,,
2018-05-04,6.5,3.5308,,,
2018-05-05,6.5,,,,
2018-05-06,6.5,,,,
2018-05-07,6.5,3.5458,,,
2018-05-08,6.5,3.5788,,,
2018-05-09,6.5,3.5943,,,
2018-05-10,6.5,3.5566,,,
2018-05-11,6.5,3.5716,,,
2018-05-12,6.5,,,,
2018-05-13,6.5,,,,
2018-05-14,6.5,3.6097,,,
2018-05-15,6.5,3.6753,,,
2018-05-16,6.5,3.6803,,,
2018-05-17,6.5,3.6874,,,
2018-05-18,6.5,3.7503,,,
2018-05-19,6.5,,,,
2018-05-20,6.5,,,,
2018-05-21,6.5,3.7072,,,
2018-05-22,6.5,3.6502,,,
2018-05-23,6.5,3.6507,,,
2018-05-24,6.5,3.6436,,,
2018-05-25,6.5,3.6587,,,
2018-05-26,6.5,,,,
2018-05-27,6.5,,,,
2018-05-28,6.5,3.7092,,,
2018-05-29,6.5,3.7289,,,
2018-05-30,6.5,3.737,,,
2018-05-31,6.5,,,,
2018-06-01,6.5,3.7413,1.26,756164.0,3.88
2018-06-02,6.5,,,,
2018-06-03,6.5,,,,
2018-06-04,6.5,3.7424,,,
2018-06-05,6.5,3.7752,,,
2018-06-06,6.5,3.8193,,,
2018-06-07,6.5,3.9,,,
2018-06-08,6.5,3.7859,,,
2018-06-09,6.5,,,,
2018-06-10,6.5,,,,
2018-06-11,6.5,3.6913,,,
2018-06-12,6.5,3.7044,,,
2018-06-13,6.5,3.7054,,,
2018-06-14,6.5,3.7057,,,
2018-06-15,6.5,3.7738,,,
2018-06-16,6.5,,,,
2018-06-17,6.5,,,,
2018-06-18,6.5,3.7543,,,
2018-06-19,6.5,3.7566,,,
2018-06-20,6.5,3.7335,,,
2018-06-21,6.5,3.7894,,,
2018-06-22,6.5,3.7663,,,
2018-06-23,6.5,,,,
2018-06-24,6.5,,,,
2018-06-25,6.5,3.776,,,
2018-06-26,6.5,3.7721,,,
2018-06-27,6.5,3.8358,,,
2018-06-28,6.5,3.8521,,,
2018-06-29,6.5,3.8558,,,
2018-06-30,6.5,,,,
2018-07-01,6.5,,0.33,745795.0,3.52
2018-07-02,6.5,3.9055,,,
2018-07-03,6.5,3.892,,,
2018-07-04,6.5,3.9058,,,
2018-07-05,6.5,3.9192,,,
2018-07-06,6.5,3.9264,,,
2018-07-07,6.5,,,,
2018-07-08,6.5,,,,
2018-07-09,6.5,3.8692,,,
2018-07-10,6.5,3.8452,,,
2018-07-11,6.5,3.8417,,,
2018-07-12,6.5,3.8564,,,
2018-07-13,6.5,3.8745,,,
2018-07-14,6.5,,,,
2018-07-15,6.5,,,,
2018-07-16,6.5,3.8579,,,
2018-07-17,6.5,3.8671,,,
2018-07-18,6.5,3.8474,,,
2018-07-19,6.5,3.8847,,,
2018-07-20,6.5,3.7793,,,
2018-07-21,6.5,,,,
2018-07-22,6.5,,,,
2018-07-23,6.5,3.7915,,,
2018-07-24,6.5,3.7459,,,
2018-07-25,6.5,3.712,,,
2018-07-26,6.5,3.7243,,,
2018-07-27,6.5,3.7164,,,
2018-07-28,6.5,,,,
2018-07-29,6.5,,,,
2018-07-30,6.5,3.7155,,,
2018-07-31,6.5,3.7549,,,
2018-08-01,6.5,3.7491,-0.09,758886.0,3.43
2018-08-02,6.5,3.7645,,,
2018-08-03,6.5,3.7201,,,
2018-08-04,6.5,,,,
2018-08-05,6.5,,,,
2018-08-06,6.5,3.7214,,,
2018-08-07,6.5,3.7118,,,
2018-08-08,6.5,3.7519,,,
2018-08-09,6.5,3.803,,,
2018-08-10,6.5,3.8472,,,
2018-08-11,6.5,,,,
2018-08-12,6.5,,,,
2018-08-13,6.5,3.8988,,,
2018-08-14,6.5,3.8812,,,
2018-08-15,6.5,3.9134,,,
2018-08-16,6.5,3.881,,,
2018-08-17,6.5,3.9389,,,
2018-08-18,6.5,,,,
2018-08-19,6.5,,,,
2018-08-20,6.5,3.943,,,
2018-08-21,6.5,3.9873,,,
2018-08-22,6.5,4.074,,,
2018-08-23,6.5,4.0727,,,
2018-08-24,6.5,4.0854,,,
2018-08-25,6.5,,,,
2018-08-26,6.5,,,,
2018-08-27,6.5,4.0687,,,
2018-08-28,6.5,4.1192,,,
2018-08-29,6.5,4.1353,,,
2018-08-30,6.5,4.1812,,,
2018-08-31,6.5,4.1353,,,
2018-09-01,6.5,,0.48,773049.0,3.21
2018-09-02,6.5,,,,
2018-09-03,6.5,4.1279,,,
2018-09-04,6.5,4.1652,,,
2018-09-05,6.5,4.1609,,,
2018-09-06,6.5,4.146,,,
2018-09-07,6.5,,,,
2018-09-08,6.5,,,,
2018-09-09,6.5,,,,
2018-09-10,6.5,4.1007,,,
2018-09-11,6.5,4.1641,,,
2018-09-12,6.5,4.1259,,,
2018-09-13,6.5,4.1637,,,
2018-09-14,6.5,4.1879,,,
2018-09-15,6.5,,,,
2018-09-16,6.5,,,,
2018-09-17,6.5,4.1695,,,
2018-09-18,6.5,4.1369,,,
2018-09-19,6.5,4.1351,,,
2018-09-20,6.5,4.0997,,,
2018-09-21,6.5,4.0728,,,
2018-09-22,6.5,,,,
2018-09-23,6.5,,,,
2018-09-24,6.5,4.0594,,,
2018-09-25,6.5,4.1286,,,
2018-09-26,6.5,4.057,,,
2018-09-27,6.5,4.0092,,,
2018-09-28,6.5,4.0039,,,
2018-09-29,6.5,,,,
2018-09-30,6.5,,,,
2018-10-01,6.5,4.0273,0.45,762890.0,3.19
2018-10-02,6.5,3.9505,,,
2018-10-03,6.5,3.8542,,,
2018-10-04,6.5,3.9047,,,
2018-10-05,6.5,3.8699,,,
2018-10-06,6.5,,,,
2018-10-07,6.5,,,,
2018-10-08,6.5,3.7588,,,
2018-10-09,6.5,3.7391,,,
2018-10-10,6.5,3.751,,,
2018-10-11,6.5,3.746,,,
2018-10-12,6.5,,,,
2018-10-13,6.5,,,,
2018-10-14,6.5,,,,
2018-10-15,6.5,3.7332,,,
2018-10-16,6.5,3.7079,,,
2018-10-17,6.5,3.7008,,,
2018-10-18,6.5,3.6963,,,
2018-10-19,6.5,3.7079,,,
2018-10-20,6.5,,,,
2018-10-21,6.5,,,,
2018-10-22,6.5,3.6903,,,
2018-10-23,6.5,3.708,,,
2018-10-24,6.5,3.706,,,
2018-10-25,6.5,3.7014,,,
2018-10-26,6.5,3.6753,,,
2018-10-27,6.5,,,,
2018-10-28,6.5,,,,
2018-10-29,6.5,3.6368,,,
2018-10-30,6.5,3.7019,,,
2018-10-31,6.5,3.7177,,,
2018-11-01,6.5,3.6973,-0.21,775627.0,3.08
2018-11-02,6.5,,,,
2018-11-03,6.5,,,,
2018-11-04,6.5,,,,
2018-11-05,6.5,3.7048,,,
2018-11-06,6.5,3.7492,,,
2018-11-07,6.5,3.7592,,,
2018-11-08,6.5,3.7391,,,
2018-11-09,6.5,3.7506,,,
2018-11-10,6.5,,,,
2018-11-11,6.5,,,,
2018-11-12,6.5,3.7478,,,
2018-11-13,6.5,3.7792,,,
2018-11-14,6.5,3.7924,,,
2018-11-15,6.5,,,,
2018-11-16,6.5,3.7525,,,
2018-11-17,6.5,,,,
2018-11-18,6.5,,,,
2018-11-19,6.5,3.7553,,,
2018-11-20,6.5,3.7591,,,
2018-11-21,6.5,3.7872,,,
2018-11-22,6.5,3.8103,,,
2018-11-23,6.5,3.8081,,,
2018-11-24,6.5,,,,
2018-11-25,6.5,,,,
2018-11-26,6.5,3.8655,,,
2018-11-27,6.5,3.8925,,,
2018-11-28,6.5,3.8631,,,
2018-11-29,6.5,3.8568,,,
2018-11-30,6.5,3.8633,,,
2018-12-01,6.5,,0.15,810228.0,2.83
2018-12-02,6.5,,,,
2018-12-03,6.5,3.8285,,,
2018-12-04,6.5,3.8313,,,
2018-12-05,6.5,3.8561,,,
2018-12-06,6.5,3.9178,,,
2018-12-07,6.5,3.8964,,,
2018-12-08,6.5,,,,
2018-12-09,6.5,,,,
2018-12-10,6.5,3.911,,,
2018-12-11,6.5,3.9013,,,
2018-12-12,6.5,3.8629,,,
2018-12-13,6.5,3.879,,,
2018-12-14,6.5,3.909,,,
2018-12-15,6.5,,,,
2018-12-16,6.5,,,,
2018-12-17,6.5,3.9121,,,
2018-12-18,6.5,3.8997,,,
2018-12-19,6.5,3.8907,,,
2018-12-20,6.5,3.8443,,,
2018-12-21,6.5,3.8671,,,
2018-12-22,6.5,,,,
2018-12-23,6.5,,,,
2018-12-24,6.5,3.8855,,,
2018-12-25,6.5,,,,
2018-12-26,6.5,3.9258,,,
2018-12-27,6.5,3.933,,,
2018-12-28,6.5,3.8748,,,
2018-12-29,6.5,,,,
2018-12-30,6.5,,,,
2018-12-31,6.5,3.8748,,,
2019-01-01,6.5,,0.32,783337.0,3.04
2019-01-02,6.5,3.8595,,,
2019-01-03,6.5,3.7683,,,
2019-01-04,6.5,3.7627,,,
2019-01-05,6.5,,,,
2019-01-06,6.5,,,,
2019-01-07,6.5,3.7062,,,
2019-01-08,6.5,3.7208,,,
2019-01-09,6.5,3.6931,,,
2019-01-10,6.5,3.6869,,,
2019-01-11,6.5,3.7141,,,
2019-01-12,6.5,,,,
2019-01-13,6.5,,,,
2019-01-14,6.5,3.726,,,
2019-01-15,6.5,3.7049,,,
2019-01-16,6.5,3.7197,,,
2019-01-17,6.5,3.7591,,,
2019-01-18,6.5,3.7486,,,
2019-01-19,6.5,,,,
2019-01-20,6.5,,,,
2019-01-21,6.5,3.7705,,,
2019-01-22,6.5,3.7615,,,
2019-01-23,6.5,3.7994,,,
2019-01-24,6.5,3.7815,,,
2019-01-25,6.5,3.7626,,,
2019-01-26,6.5,,,,
2019-01-27,6.5,,,,
2019-01-28,6.5,3.7676,,,
2019-01-29,6.5,3.737,,,
2019-01-30,6.5,3.7151,,,
2019-01-31,6.5,3.6519,,,
2019-02-01,6.5,3.6694,0.43,788129.0,2.95
2019-02-02,6.5,,,,
2019-02-03,6.5,,,,
2019-02-04,6.5,3.6756,,,
2019-02-05,6.5,3.6741,,,
2019-02-06,6.5,3.7019,,,
2019-02-07,6.5,3.7193,,,
2019-02-08,6.5,3.7184,,,
2019-02-09,6.5,,,,
2019-02-10,6.5,,,,
2019-02-11,6.5,3.7391,,,
2019-02-12,6.5,3.7296,,,
2019-02-13,6.5,3.7277,,,
2019-02-14,6.5,3.7756,,,
2019-02-15,6.5,3.7155,,,
2019-02-16,6.5,,,,
2019-02-17,6.5,,,,
2019-02-18,6.5,3.7316,,,
2019-02-19,6.5,3.7206,,,
2019-02-20,6.5,3.71,,,
2019-02-21,6.5,3.7595,,,
2019-02-22,6.5,3.743,,,
2019-02-23,6.5,,,,
2019-02-24,6.5,,,,
2019-02-25,6.5,3.7285,,,
2019-02-26,6.5,3.7595,,,
2019-02-27,6.5,3.7351,,,
2019-02-28,6.5,3.7385,,,
2019-03-01,6.5,3.7832,0.75,804257.0,2.93
2019-03-02,6.5,,,,
2019-03-03,6.5,,,,
2019-03-04,6.5,,,,
2019-03-05,6.5,,,,
2019-03-06,6.5,3.8303,,,
2019-03-07,6.5,3.8487,,,
2019-03-08,6.5,3.8678,,,
2019-03-09,6.5,,,,
2019-03-10,6.5,,,,
2019-03-11,6.5,3.8461,,,
2019-03-12,6.5,3.8129,,,
2019-03-13,6.5,3.8265,,,
2019-03-14,6.5,3.8327,,,
2019-03-15,6.5,3.8344,,,
2019-03-16,6.5,,,,
2019-03-17,6.5,,,,
2019-03-18,6.5,3.8111,,,
2019-03-19,6.5,3.7762,,,
2019-03-20,6.5,3.7897,,,
2019-03-21,6.5,3.7967,,,
2019-03-22,6.5,3.8815,,,
2019-03-23,6.5,,,,
2019-03-24,6.5,,,,
2019-03-25,6.5,3.877,,,
2019-03-26,6.5,3.8646,,,
2019-03-27,6.5,3.9389,,,
2019-03-28,6.5,3.9682,,,
2019-03-29,6.5,3.8967,,,
2019-03-30,6.5,,,,
2019-03-31,6.5,,,,
2019-04-01,6.5,3.8682,0.57,796358.0,2.85
2019-04-02,6.5,3.8661,,,
2019-04-03,6.5,3.8436,,,
2019-04-04,6.5,3.8713,,,
2019-04-05,6.5,3.8622,,,
2019-04-06,6.5,,,,
2019-04-07,6.5,,,,
2019-04-08,6.5,3.8658,,,
2019-04-09,6.5,3.8563,,,
2019-04-10,6.5,3.8345,,,
2019-04-11,6.5,3.8399,,,
2019-04-12,6.5,3.8685,,,
2019-04-13,6.5,,,,
2019-04-14,6.5,,,,
2019-04-15,6.5,3.873,,,
2019-04-16,6.5,3.8913,,,
2019-04-17,6.5,3.9225,,,
2019-04-18,6.5,3.937,,,
2019-04-19,6.5,,,,
2019-04-20,6.5,,,,
2019-04-21,6.5,,,,
2019-04-22,6.5,3.923,,,
2019-04-23,6.5,3.9436,,,
2019-04-24,6.5,3.963,,,
2019-04-25,6.5,3.9725,,,
2019-04-26,6.5,3.9353,,,
2019-04-27,6.5,,,,
2019-04-28,6.5,,,,
2019-04-29,6.5,3.9364,,,
2019-04-30,6.5,3.9453,,,
2019-05-01,6.5,,0.13,806464.0,2.79
2019-05-02,6.5,3.965,,,
2019-05-03,6.5,3.9388,,,
2019-05-04,6.5,,,,
2019-05-05,6.5,,,,
2019-05-06,6.5,3.9624,,,
2019-05-07,6.5,3.988,,,
2019-05-08,6.5,3.9344,,,
2019-05-09,6.5,3.9673,,,
2019-05-10,6.5,3.9578,,,
2019-05-11,6.5,,,,
2019-05-12,6.5,,,,
2019-05-13,6.5,3.989,,,
2019-05-14,6.5,3.9788,,,
2019-05-15,6.5,4.0031,,,
2019-05-16,6.5,4.0138,,,
2019-05-17,6.5,4.0844,,,
2019-05-18,6.5,,,,
2019-05-19,6.5,,,,
2019-05-20,6.5,4.1056,,,
2019-05-21,6.5,4.081,,,
2019-05-22,6.5,4.0228,,,
2019-05-23,6.5,4.0513,,,
2019-05-24,6.5,4.0322,,,
2019-05-25,6.5,,,,
2019-05-26,6.5,,,,
2019-05-27,6.5,4.021,,,
2019-05-28,6.5,4.0275,,,
2019-05-29,6.5,3.9965,,,
2019-05-30,6.5,3.972,,,
2019-05-31,6.5,3.9407,,,
2019-06-01,6.5,,0.01,823325.0,2.76
2019-06-02,6.5,,,,
2019-06-03,6.5,3.9003,,,
2019-06-04,6.5,3.871,,,
2019-06-05,6.5,3.8611,,,
2019-06-06,6.5,3.8726,,,
2019-06-07,6.5,3.8571,,,
2019-06-08,6.5,,,,
2019-06-09,6.5,,,,
2019-06-10,6.5,3.879,,,
2019-06-11,6.5,3.8664,,,
2019-06-12,6.5,3.8437,,,
2019-06-13,6.5,3.8429,,,
2019-06-14,6.5,3.8813,,,
2019-06-15,6.5,,,,
2019-06-16,6.5,,,,
2019-06-17,6.5,3.8895,,,
2019-06-18,6.5,3.8608,,,
2019-06-19,6.5,3.8723,,,
2019-06-20,6.5,,,,
2019-06-21,6.5,3.8255,,,
2019-06-22,6.5,,,,
2019-06-23,6.5,,,,
2019-06-24,6.5,3.8234,,,
2019-06-25,6.5,3.8303,,,
2019-06-26,6.5,3.8441,,,
2019-06-27,6.5,3.8642,,,
2019-06-28,6.5,3.8322,,,
2019-06-29,6.5,,,,
2019-06-30,6.5,,,,
2019-07-01,6.5,3.8193,0.19,809116.0,2.96
2019-07-02,6.5,3.8564,,,
2019-07-03,6.5,3.8475,,,
2019-07-04,6.5,3.794,,,
2019-07-05,6.5,3.8204,,,
2019-07-06,6.5,,,,
2019-07-07,6.5,,,,
2019-07-08,6.5,3.8065,,,
2019-07-09,6.5,3.7858,,,
2019-07-10,6.5,3.7697,,,
2019-07-11,6.5,3.7533,,,
2019-07-12,6.5,3.7452,,,
2019-07-13,6.5,,,,
2019-07-14,6.5,,,,
2019-07-15,6.5,3.7463,,,
2019-07-16,6.5,3.7624,,,
2019-07-17,6.5,3.7618,,,
2019-07-18,6.5,3.7489,,,
2019-07-19,6.5,3.7408,,,
2019-07-20,6.5,,,,
2019-07-21,6.5,,,,
2019-07-22,6.5,3.74,,,
2019-07-23,6.5,3.7621,,,
2019-07-24,6.5,3.7596,,,
2019-07-25,6.5,3.7849,,,
2019-07-26,6.5,3.7741,,,
2019-07-27,6.5,,,,
2019-07-28,6.5,,,,
2019-07-29,6.5,3.7909,,,
2019-07-30,6.5,3.79,,,
2019-07-31,6.5,3.7649,,,
2019-08-01,6.0,3.8296,0.11,822612.0,2.74
2019-08-02,6.0,3.8739,,,
2019-08-03,6.0,,,,
2019-08-04,6.0,,,,
2019-08-05,6.0,3.9404,,,
2019-08-06,6.0,3.9643,,,
2019-08-07,6.0,3.985,,,
2019-08-08,6.0,3.9409,,,
2019-08-09,6.0,3.9362,,,
2019-08-10,6.0,,,,
2019-08-11,6.0,,,,
2019-08-12,6.0,3.9966,,,
2019-08-13,6.0,3.9736,,,
2019-08-14,6.0,4.0074,,,
2019-08-15,6.0,4.0188,,,
2019-08-16,6.0,3.9933,,,
2019-08-17,6.0,,,,
2019-08-18,6.0,,,,
2019-08-19,6.0,4.0274,,,
2019-08-20,6.0,4.0425,,,
2019-08-21,6.0,4.0254,,,
2019-08-22,6.0,4.0444,,,
2019-08-23,6.0,4.0851,,,
2019-08-24,6.0,,,,
2019-08-25,6.0,,,,
2019-08-26,6.0,4.1367,,,
2019-08-27,6.0,4.1557,,,
2019-08-28,6.0,4.1559,,,
2019-08-29,6.0,4.168,,,
2019-08-30,6.0,4.1385,,,
2019-08-31,6.0,,,,
2019-09-01,6.0,,-0.04,844046.0,2.65
2019-09-02,6.0,4.1581,,,
2019-09-03,6.0,4.1657,,,
2019-09-04,6.0,4.1249,,,
2019-09-05,6.0,4.0859,,,
2019-09-06,6.0,4.065,,,
2019-09-07,6.0,,,,
2019-09-08,6.0,,,,
2019-09-09,6.0,4.0766,,,
2019-09-10,6.0,4.1108,,,
2019-09-11,6.0,4.0631,,,
2019-09-12,6.0,4.0494,,,
2019-09-13,6.0,4.0616,,,
2019-09-14,6.0,,,,
2019-09-15,6.0,,,,
2019-09-16,6.0,4.0872,,,
2019-09-17,6.0,4.0998,,,
2019-09-18,6.0,4.0972,,,
2019-09-19,5.5,4.1393,,,
2019-09-20,5.5,4.1687,,,
2019-09-21,5.5,,,,
2019-09-22,5.5,,,,
2019-09-23,5.5,4.1734,,,
2019-09-24,5.5,4.1721,,,
2019-09-25,5.5,4.1827,,,
2019-09-26,5.5,4.1469,,,
2019-09-27,5.5,4.1587,,,
2019-09-28,5.5,,,,
2019-09-29,5.5,,,,
2019-09-30,5.5,4.1644,,,
2019-10-01,5.5,4.174,0.1,838453.0,2.6
2019-10-02,5.5,4.1546,,,
2019-10-03,5.5,4.1012,,,
2019-10-04,5.5,4.061,,,
2019-10-05,5.5,,,,
2019-10-06,5.5,,,,
2019-10-07,5.5,4.0688,,,
2019-10-08,5.5,4.0868,,,
2019-10-09,5.5,4.0954,,,
2019-10-10,5.5,4.1145,,,
2019-10-11,5.5,4.106,,,
2019-10-12,5.5,,,,
2019-10-13,5.5,,,,
2019-10-14,5.5,4.1263,,,
2019-10-15,5.5,4.1488,,,
2019-10-16,5.5,4.1714,,,
2019-10-17,5.5,4.1457,,,
2019-10-18,5.5,4.1376,,,
2019-10-19,5.5,,,,
2019-10-20,5.5,,,,
2019-10-21,5.5,4.1319,,,
2019-10-22,5.5,4.0858,,,
2019-10-23,5.5,4.0721,,,
2019-10-24,5.5,4.0089,,,
2019-10-25,5.5,4.0133,,,
2019-10-26,5.5,,,,
2019-10-27,5.5,,,,
2019-10-28,5.5,3.9793,,,
2019-10-29,5.5,3.9946,,,
2019-10-30,5.5,4.0186,,,
2019-10-31,5.0,4.0041,,,
2019-11-01,5.0,3.9786,0.51,860935.0,2.53
2019-11-02,5.0,,,,
2019-11-03,5.0,,,,
2019-11-04,5.0,3.9922,,,
2019-11-05,5.0,4.0043,,,
2019-11-06,5.0,4.0351,,,
2019-11-07,5.0,4.0927,,,
2019-11-08,5.0,4.1365,,,
2019-11-09,5.0,,,,
2019-11-10,5.0,,,,
2019-11-11,5.0,4.1559,,,
2019-11-12,5.0,4.1756,,,
2019-11-13,5.0,4.1767,,,
2019-11-14,5.0,4.1831,,,
2019-11-15,5.0,,,,
2019-11-16,5.0,,,,
2019-11-17,5.0,,,,
2019-11-18,5.0,4.1827,,,
2019-11-19,5.0,4.2084,,,
2019-11-20,5.0,4.2037,,,
2019-11-21,5.0,4.2012,,,
2019-11-22,5.0,4.1832,,,
2019-11-23,5.0,,,,
2019-11-24,5.0,,,,
2019-11-25,5.0,4.2089,,,
2019-11-26,5.0,4.2559,,,
2019-11-27,5.0,4.2602,,,
2019-11-28,5.0,4.248,,,
2019-11-29,5.0,4.224,,,
2019-11-30,5.0,,,,
2019-12-01,5.0,,1.15,898571.0,2.22
2019-12-02,5.0,4.2261,,,
2019-12-03,5.0,4.2008,,,
2019-12-04,5.0,4.1926,,,
2019-12-05,5.0,4.2136,,,
2019-12-06,5.0,4.1783,,,
2019-12-07,5.0,,,,
2019-12-08,5.0,,,,
2019-12-09,5.0,4.1503,,,
2019-12-10,5.0,4.1427,,,
2019-12-11,5.0,4.1153,,,
2019-12-12,4.5,4.1092,,,
2019-12-13,4.5,4.0949,,,
2019-12-14,4.5,,,,
2019-12-15,4.5,,,,
2019-12-16,4.5,4.0801,,,
2019-12-17,4.5,4.0687,,,
2019-12-18,4.5,4.0548,,,
2019-12-19,4.5,4.0633,,,
2019-12-20,4.5,4.0777,,,
2019-12-21,4.5,,,,
2019-12-22,4.5,,,,
2019-12-23,4.5,4.0757,,,
2019-12-24,4.5,4.0813,,,
2019-12-25,4.5,,,,
2019-12-26,4.5,4.0601,,,
2019-12-27,4.5,4.0545,,,
2019-12-28,4.5,,,,
2019-12-29,4.5,,,,
2019-12-30,4.5,4.0307,,,
2019-12-31,4.5,4.0307,,,
2020-01-01,4.5,,0.21,875277.0,2.41
2020-01-02,4.5,4.0213,,,
2020-01-03,4.5,4.0522,,,
2020-01-04,4.5,,,,
2020-01-05,4.5,,,,
2020-01-06,4.5,4.0554,,,
2020-01-07,4.5,4.0841,,,
2020-01-08,4.5,4.0672,,,
2020-01-09,4.5,4.0744,,,
2020-01-10,4.5,4.0745,,,
2020-01-11,4.5,,,,
2020-01-12,4.5,,,,
2020-01-13,4.5,4.1309,,,
2020-01-14,4.5,4.1443,,,
2020-01-15,4.5,4.1622,,,
2020-01-16,4.5,4.1726,,,
2020-01-17,4.5,4.1837,,,
2020-01-18,4.5,,,,
2020-01-19,4.5,,,,
2020-01-20,4.5,4.1829,,,
2020-01-21,4.5,4.2014,,,
2020-01-22,4.5,4.1889,,,
2020-01-23,4.5,4.1662,,,
2020-01-24,4.5,4.1769,,,
2020-01-25,4.5,,,,
2020-01-26,4.5,,,,
2020-01-27,4.5,4.2196,,,
2020-01-28,4.5,4.2064,,,
2020-01-29,4.5,4.2013,,,
2020-01-30,4.5,4.2523,,,
2020-01-31,4.5,4.2695,,,
2020-02-01,4.5,,0.25,889264.0,2.38
2020-02-02,4.5,,,,
2020-02-03,4.5,4.2475,,,
2020-02-04,4.5,4.2381,,,
2020-02-05,4.5,4.2449,,,
2020-02-06,4.25,4.2477,,,
2020-02-07,4.25,4.3076,,,
2020-02-08,4.25,,,,
2020-02-09,4.25,,,,
2020-02-10,4.25,4.3195,,,
2020-02-11,4.25,4.3148,,,
2020-02-12,4.25,4.3366,,,
